           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  15:10:30 |     1 | 25.437 | absent | 22.625 | 17.187 | 20.625 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:10:40 | 3.500 | 25.562 | absent | 22.687 | 17.250 | 20.750 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:10:50 |28.791 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:00 |56.633 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:10 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.750 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:20 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:30 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:40 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:11:50 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:00 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:10 |    99 | 25.562 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:20 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:30 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:40 |    99 | 25.437 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:12:50 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:13:00 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:13:10 |    99 | 25.500 | absent | 22.625 | 17.250 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:13:20 |    99 | 25.500 | absent | 22.625 | 17.312 | 20.687 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
  15:13:30 |    99 | 25.437 | absent | 22.562 | 17.250 | 20.625 |     98 |  -p |      E |      0 |   2306 |     80 |      0 |   3000 |
