           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  06:06:08 |    99 | 20.750 | absent | 19.937 | 18.562 | 16.562 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:06:19 |    99 | 20.812 | absent | 20.000 | 18.687 | 16.562 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:06:29 |    99 | 20.875 | absent | 19.937 | 18.687 | 16.500 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:06:39 |    99 | 20.812 | absent | 19.937 | 18.687 | 16.812 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:06:49 |    99 | 20.812 | absent | 19.937 | 18.812 | 17.187 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:06:59 |    99 | 20.875 | absent | 20.000 | 18.875 | 17.000 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:09 |    99 | 20.812 | absent | 20.000 | 18.875 | 17.375 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:19 |    99 | 20.875 | absent | 20.000 | 18.937 | 17.625 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:29 |    99 | 20.875 | absent | 20.000 | 18.937 | 17.812 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:39 |    99 | 20.875 | absent | 20.000 | 19.000 | 17.937 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:49 |    99 | 20.812 | absent | 20.000 | 19.000 | 18.062 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:07:59 |    99 | 20.875 | absent | 20.000 | 19.000 | 18.187 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:09 |    99 | 20.875 | absent | 20.000 | 19.000 | 18.250 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:19 |    99 | 20.875 | absent | 19.937 | 19.000 | 18.250 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:29 |    99 | 20.875 | absent | 19.937 | 19.000 | 18.312 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:39 |    99 | 20.875 | absent | 20.000 | 19.062 | 18.375 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:49 |    99 | 20.937 | absent | 20.000 | 19.062 | 18.312 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:08:59 |    99 | 20.875 | absent | 19.937 | 19.062 | 18.312 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
  06:09:09 |    99 | 20.875 | absent | 19.937 | 19.062 | 18.375 |     98 |   1 |      H |      0 |   2306 |     90 |      0 |   9358 |
