           |       |        |        |        |        |        |        |     |        |   flow |    amt |    pct |    amt |   ETOH |
           |       |  T amb | T boil | T sthd | T cool | T cool | T sthd | jar |        |   rate |   coll |    alc | 100abv |    rem |
      Time |   PWM |    (C) |    (C) |    (C) | in (C) | out(C) | tgt(C) |   # |  PHASE | ml/min |   (ml) |    out |   (ml) |   (ml) |
--------------------------------------------------------------------------------------------------------------------------------------
  12:15:32 |    99 | 22.562 | absent | 18.812 | 17.312 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:15:42 |    99 | 22.562 | absent | 18.875 | 17.437 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:15:52 |    99 | 22.562 | absent | 18.812 | 17.437 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:02 |    99 | 22.625 | absent | 18.875 | 17.437 | 18.625 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:12 |    99 | 22.625 | absent | 18.875 | 17.500 | 18.812 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:22 |    99 | 22.625 | absent | 18.875 | 17.625 | 18.812 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:32 |    99 | 22.625 | absent | 18.812 | 17.625 | 18.500 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:42 |    99 | 22.562 | absent | 18.875 | 17.625 | 18.187 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:16:52 |    99 | 22.562 | absent | 18.875 | 17.687 | 18.062 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:02 |    99 | 22.562 | absent | 18.812 | 17.750 | 18.062 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:12 |    99 | 22.562 | absent | 18.812 | 17.750 | 18.062 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:22 |    99 | 22.562 | absent | 18.812 | 17.750 | 18.125 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:32 |    99 | 22.562 | absent | 18.750 | 17.750 | 18.125 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:42 |    99 | 22.562 | absent | 18.750 | 17.750 | 18.250 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:17:52 |    99 | 22.562 | absent | 18.750 | 17.812 | 18.312 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:18:02 |    99 | 22.500 | absent | 18.687 | 17.812 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:18:12 |    99 | 22.562 | absent | 18.687 | 17.812 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:18:22 |    99 | 22.500 | absent | 18.687 | 17.812 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
  12:18:32 |    99 | 22.500 | absent | 18.687 | 17.812 | 18.375 |     98 |   0 |      F |      0 |      0 |     90 |      0 |  11440 |
